2019/9/1	5	四	1400米	(60-40)	好	田草B	14	9	華麗再現(V326)	黎海榮	沈集成	121	1100	4	13-1/2	11 11 14 14	1:24.22	95	-	-	1	B/H/TT	-	47	0	沙田	2.71							
2019/9/1	6	四	1000米	(60-40)	好	田草B	1	4	嘉應精英(C240)	楊明綸	容天鵬	128	1127	3	-	5 4 1	0:57.74	8.3	-	-	1	TT	4	58	0	沙田	2.71	21.5			83.5	31.5	115.0	
2019/9/1	6	四	1000米	(60-40)	好	田草B	2	1	舞士精神(C180)	潘頓	方嘉柏	132	1122	8	頸位	3 3 2	0:57.79	2.2	1st Hot	-	+ 1	SR1/TT	4	60	0	沙田	2.71		10.5		83.5	31.5		62.0
2019/9/1	6	四	1000米	(60-40)	好	田草B	3	5	陽光大地(A130)	陳嘉熙	高伯新	118	1092	11	1-1/4	9 10 3	0:57.94	15	-	-	+ 1	B	6	56	0	沙田	2.71			35.0			115.0	62.0
2019/9/1	6	四	1000米	(60-40)	好	田草B	4	6	特醒(C060)	沈拿	韋達	127	1140	5	1-1/2	12 13 4	0:57.96	41	-	-	1	B/XB/TT-	5	55	0	沙田	2.71							
2019/9/1	6	四	1000米	(60-40)	好	田草B	5	10	紅旺(C341)	潘明輝	葉楚航	121	1158	9	2	4 5 5	0:58.04	103	-	-	2	 	4	52	0	沙田	2.71							
2019/9/1	6	四	1000米	(60-40)	好	田草B	6	9	天地僑福(C438)	蘇狄雄	葉楚航	122	1077	6	2-3/4	8 11 6	0:58.19	184	-	-	1	 	4	52	0	沙田	2.71							
2019/9/1	6	四	1000米	(60-40)	好	田草B	7	7	愛添勝(B362)	薛恩	何良	127	1089	7	3-3/4	11 9 7	0:58.34	13	-	-	+ 1	 	5	55	0	沙田	2.71							
2019/9/1	6	四	1000米	(60-40)	好	田草B	8	13	奇妙日(B332)	田泰安	苗禮德	122	1181	12	4	2 2 8	0:58.39	9.8	-	-	+ 1	B/TT	6	50	0	沙田	2.71							
2019/9/1	6	四	1000米	(60-40)	好	田草B	9	2	奮鬥同心(C314)	莫雷拉	姚本輝	131	1188	13	4-3/4	1 1 9	0:58.49	3.1	2nd Hot	-	+ 1	CP1	4	59	0	沙田	2.71							
2019/9/1	6	四	1000米	(60-40)	好	田草B	10	8	齊齊發(B356)	蔡明紹	鄭俊偉	126	1200	2	5-1/4	10 8 10	0:58.56	77	-	-	+ 1	B1	5	54	0	沙田	2.71							
2019/9/1	6	四	1000米	(60-40)	好	田草B	11	11	表表馬(C233)	李寶利	丁冠豪	124	1141	4	5-1/4	14 14 11	0:58.57	242	-	-	1	H1	4	52	0	沙田	2.71							
2019/9/1	6	四	1000米	(60-40)	好	田草B	12	3	西夏之王(C295)	郭能	霍利時	130	1057	1	5-3/4	13 12 12	0:58.65	270	-	-	1	CP/TT	4	58	0	沙田	2.71							
2019/9/1	6	四	1000米	(60-40)	好	田草B	13	12	豹子膽(C389)	梁家俊	徐雨石	122	1121	14	6-1/2	6 7 13	0:58.77	80	-	-	1	 	3	50	0	沙田	2.71							
2019/9/1	6	四	1000米	(60-40)	好	田草B	14	14	紅旗福星(B417)	黃皓楠	蘇偉賢	115	1135	10	8-1/4	7 6 14	0:59.06	231	-	-	1	TT	-	46	0	沙田	2.71							
2019/9/1	7	三	1200米	(80-60)	好	田草B	1	3	金鎗六十(C238)	何澤堯	呂健威	130	1061	8	-	8 7 1	1:08.47	4.7	2nd Hot	-	1	 	4	75	0	沙田	2.71	14.5			35.5	17.5	94.5	
2019/9/1	7	三	1200米	(80-60)	好	田草B	2	6	牛角仔(C234)	潘頓	蘇偉賢	126	1092	6	1-1/4	5 4 2	1:08.66	1.9	1st Hot	-	+ 1	 	4	71	0	沙田	2.71		10.1		35.5	17.5		58.5
2019/9/1	7	三	1200米	(80-60)	好	田草B	3	7	一片光明(T268)	希威森	徐雨石	125	1003	5	2-1/2	3 3 3	1:08.87	25	-	-	1	 	-	70	0	沙田	2.71			45.0			94.5	58.5
2019/9/1	7	三	1200米	(80-60)	好	田草B	4	4	開心好玩(B316)	黎海榮	沈集成	129	1137	1	3	2 1 4	1:08.93	5	-	-	+ 1	B/TT	6	74	0	沙田	2.71							
2019/9/1	7	三	1200米	(80-60)	好	田草B	5	2	劍斷浪(V142)	蔡明紹	容天鵬	133	1167	7	3	1 2 5	1:08.95	16	-	-	1	 	-	78	0	沙田	2.71							
2019/9/1	7	三	1200米	(80-60)	好	田草B	6	1	勇闖者(A030)	田泰安	蔡約翰	133	1097	9	3-1/4	9 9 6	1:08.99	44	-	-	+ 1	P/TT	-	78	0	沙田	2.71							
2019/9/1	7	三	1200米	(80-60)	好	田草B	7	5	嘜誰嘜誰(C323)	杜美爾	告東尼	126	1168	2	4-1/2	7 8 7	1:09.18	96	-	-	1	B/TT	4	71	0	沙田	2.71							
2019/9/1	7	三	1200米	(80-60)	好	田草B	8	9	瑩之光(B080)	莫雷拉	方嘉柏	117	1195	4	5-1/2	6 6 8	1:09.33	7.3	-	-	+ 1	B/TT	5	62	0	沙田	2.71							
2019/9/1	7	三	1200米	(80-60)	好	田草B	9	8	原班人馬(C164)	巫顯東	葉楚航	117	1060	3	10-1/2	4 5 9	1:10.16	232	-	-	1	TT	5	65	0	沙田	2.71							
2019/9/1	8	二	1400米	(100-80)	好	田草B	1	10	大金庫(C146)	梁家俊	高伯新	118	1086	3	-	3 4 3 1	1:21.34	29	-	-	+ 1	CP-/TT1	5	82	0	沙田	2.71	62.0			965.5	263.5	464.0	
2019/9/1	8	二	1400米	(100-80)	好	田草B	2	2	百步穿雲(A165)	何澤堯	賀賢	130	1125	4	頸位	7 7 7 2	1:21.41	6.4	-	-	+ 1	H	7	94	0	沙田	2.71		21.0		965.5	263.5		118.0
2019/9/1	8	二	1400米	(100-80)	好	田草B	3	8	美麗精神(B409)	巫顯東	告東尼	116	1273	1	1-1/2	2 3 4 3	1:21.57	10	-	-	1	CP/TT	5	83	0	沙田	2.71			35.5			464.0	118.0
2019/9/1	8	二	1400米	(100-80)	好	田草B	4	9	蒙古王(A098)	希威森	徐雨石	119	1100	8	2	11 11 10 4	1:21.65	12	-	W P Big(PQ)	1	 	7	83	0	沙田	2.71							
2019/9/1	8	二	1400米	(100-80)	好	田草B	5	11	幸福掌聲(C492)	莫雷拉	沈集成	118	1091	6	2-1/4	10 10 11 5	1:21.69	7.8	-	-	1	SR1/TT1	4	82	0	沙田	2.71							
2019/9/1	8	二	1400米	(100-80)	好	田草B	6	6	駿皇綵(A170)	蔡明紹	約翰摩亞	121	1038	7	2-3/4	5 5 5 6	1:21.78	21	-	-	1	CP	6	85	0	沙田	2.71							
2019/9/1	8	二	1400米	(100-80)	好	田草B	7	1	紅衣優駿(A039)	陳嘉熙	羅富全	123	1172	11	3-1/2	4 2 2 7	1:21.91	8	-	-	1	B	6	97	0	沙田	2.71							
