（1）第五班 - 1000米 - (40-0)
122.0	805.5	H 11 - 5-1/2
33.5		h 7 - 2-3/4
30.0
（2）第四班 - 1800米 - (60-40)
138.0	203.5	H Q - 1/2
13.5		h 10 - 4-1/2
163.0
（3）第四班 - 1200米 - (60-40)
45.0	175.5	H 6 - 3-1/2
25.0		h W + 3/4
34.5
（4）第四班 - 1650米 - (60-40)
29.5	100.5	H W + 頸位
21.0		h 4 - 1-3/4
67.0
（5）第四班 - 1200米 - (60-40)
76.5	384.5	H P - 1/2
29.0		h 7 - 4
13.5
（6）第三班 - 1650米 - (80-60)
40.0	274.0	H P - 1-3/4
26.5		h W + 1
15.0
（7）第三班 - 1650米 - (80-60)
31.0	252.0	H W + 1-1/2
43.0		h 4 - 3-1/4
40.5
（8）第三班 - 1200米 - (80-60)
26.0	186.0	H W + 3/4
33.5		h P - 1
16.0
 $0 (另有$0回馈)
