日期	場次	班次	長度	分數範圍	場地	賽道	名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率	熱門	投注	皇牌	配備	地點	度地儀	P賠率	P賠率2	P賠率3	Queue賠率	PQ賠率	PQ賠率2	PQ賠率3
2018/9/9	9	第三班	1200米	(80-60)	好地	全天候跑道	11	4	雲信凡高(A074)	巫顯東	沈集成	126	1131	1	18-1/4	2 1 11	1.12.26	8.1	-	-	+ 1	B1/TT	沙田	2.71							
2018/9/9	9	第三班	1200米	(80-60)	好地	全天候跑道	12	8	鐵胆王(T419)	潘頓	蘇偉賢	126	1167	4	25	1 2 12	1.13.34	5.8	2nd Hot	-	+ 1	B/TT	沙田	2.71							
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	1	9	開心神駒(T200)	利敬國	苗禮德	121	1087	2	-	6 6 1	1.09.27	14	-	-	1	 	沙田	2.71	30.5			448.0	118.0	49.0	
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	2	12	老友威威(T349)	賴維銘	葉楚航	116	1205	1	2	5 7 2	1.09.61	7.7	-	-	1	TT	沙田	2.71		21.0		448.0	118.0		36.5
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	3	11	友瑩囍(B249)	田泰安	蔡約翰	116	1267	3	2-1/4	3 3 3	1.09.65	1.9	1st Hot	-	+ 1	 	沙田	2.71			11.5			49.0	36.5
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	4	5	天池怪俠(B350)	韋達	蘇偉賢	126	1106	8	2-1/2	10 8 4	1.09.68	22	-	-	+ 1	 	沙田	2.71							
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	5	1	艮志騰雲(B119)	潘頓	文家良	133	1163	5	3	2 1 5	1.09.76	4.6	2nd Hot	-	+ 1	 	沙田	2.71							
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	6	6	裕豐泰(B056)	史卓豐	沈集成	125	1053	4	3-1/2	8 9 6	1.09.81	9.9	-	-	* 1	TT	沙田	2.71							
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	7	3	六十六十(B144)	郭能	高伯新	127	1125	7	4-1/4	9 5 7	1.09.94	81	-	-	1	H	沙田	2.71							
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	8	2	加州更好(B204)	祈普敦	麥菲文	131	1127	11	5-1/2	1 2 8	1.10.16	99	-	-	1	XB-	沙田	2.71							
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	9	10	美麗動力(B149)	黃俊	約翰摩亞	109	1051	6	7	4 4 9	1.10.39	28	-	-	+ 1	H/TT	沙田	2.71							
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	10	7	愛樂寶(A150)	何澤堯	方嘉柏	121	1125	10	8-3/4	11 12 10	1.10.65	74	-	-	1	TT	沙田	2.71							
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	11	4	活力名駒(B260)	楊明綸	呂健威	125	1045	12	10-1/2	12 11 11	1.10.97	16	-	-	1	H/TT	沙田	2.71							
2018/9/9	10	第三班	1200米	(80-60)	好地至快地	草地 - "C" 賽道	12	8	黑馬王子(B209)	蘇狄雄	何良	121	1130	9	16-3/4	7 10 12	1.11.96	99	-	-	1	B	沙田	2.71							
2018/9/12	1	第五班	1800米	(40-0)	好地	草地 - "C" 賽道	1	8	幸運神駒(V179)	蔡明紹	丁冠豪	118	1015	8	-	1 1 1 1 1	1.50.64	3.4	2nd Hot	-	+ 1	TT	跑馬地	2.71	14.5			276.5	84.5	41.5	
2018/9/12	1	第五班	1800米	(40-0)	好地	草地 - "C" 賽道	2	4	為善聚樂(A249)	麥偉利	鄭俊偉	125	977	4	4-1/4	4 3 3 4 2	1.51.31	12	-	-	+ 1	B	跑馬地	2.71		32.5		276.5	84.5		150.5
2018/9/12	1	第五班	1800米	(40-0)	好地	草地 - "C" 賽道	3	3	人間尋夢(V258)	何澤堯	呂健威	130	1160	3	4-1/4	3 4 4 3 3	1.51.32	6	-	-	1	 	跑馬地	2.71			22.5			41.5	150.5
2018/9/12	1	第五班	1800米	(40-0)	好地	草地 - "C" 賽道	4	1	火天大有(V406)	田泰安	何良	133	1063	5	5	6 5 5 5 4	1.51.45	13	-	-	+ 1	 	跑馬地	2.71							
2018/9/12	1	第五班	1800米	(40-0)	好地	草地 - "C" 賽道	5	6	富貴榮華(P324)	利敬國	文家良	120	1015	2	5-1/2	7 7 7 7 5	1.51.52	11	-	-	1	B	跑馬地	2.71							
2018/9/12	1	第五班	1800米	(40-0)	好地	草地 - "C" 賽道	6	2	糖黐豆(S205)	潘頓	方嘉柏	133	1025	6	7-1/4	8 8 8 8 6	1.51.79	6.5	-	-	+ 1	V	跑馬地	2.71							
2018/9/12	1	第五班	1800米	(40-0)	好地	草地 - "C" 賽道	7	5	盛勢東方(V295)	巫顯東	沈集成	117	1079	1	9-3/4	5 6 6 6 7	1.52.21	3.3	1st Hot	-	1	B/TT	跑馬地	2.71							
2018/9/12	1	第五班	1800米	(40-0)	好地	草地 - "C" 賽道	8	7	好性格(V060)	梁家俊	姚本輝	118	1181	7	9-3/4	2 2 2 2 8	1.52.21	16	-	-	1	CP	跑馬地	2.71							
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	1	4	馬奇財(B151)	郭能	姚本輝	128	1093	9	-	6 5 1	1.11.35	10	-	-	1	V	跑馬地	2.71	32.0			634.0	190.5	650.0	
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	2	11	旅遊智者(V121)	梁家俊	蘇偉賢	116	1125	12	短馬頭位	4 2 2	1.11.36	9.5	-	-	1	B/TT1	跑馬地	2.71		34.5		634.0	190.5		672.5
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	3	9	獵狐章者(B187)	何澤堯	呂健威	119	1071	2	1/2	8 7 3	1.11.45	47	-	-	1	 	跑馬地	2.71			107.0			650.0	672.5
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	4	2	旅英駿爵(T080)	韋達	霍利時	132	1130	3	1-3/4	3 4 4	1.11.63	8.3	-	-	2	 	跑馬地	2.71							
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	5	7	神火金剛(B004)	黃皓楠	葉楚航	119	1071	6	2	9 9 5	1.11.69	26	-	-	+ 2	B-/TT	跑馬地	2.71							
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	6	8	銀亮之星(B027)	潘頓	何良	122	1085	11	2-3/4	11 10 6	1.11.77	3.4	1st Hot	-	1	H	跑馬地	2.71							
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	7	3	巴基小子(S442)	沈拿	告東尼	129	1025	4	3-1/4	10 11 7	1.11.85	8.7	-	-	1	B/TT	跑馬地	2.71							
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	8	12	歐洲巨星(V313)	蘇狄雄	鄭俊偉	112	1066	10	3-1/4	2 3 8	1.11.87	28	-	-	+ 1	TT	跑馬地	2.71							
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	9	6	八太子(A426)	楊明綸	沈集成	125	1060	7	3-1/4	7 8 9	1.11.88	6.4	-	-	1	B/TT	跑馬地	2.71							
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	10	10	金碧旺旺(T183)	蔡明紹	蘇保羅	118	1112	5	3-1/2	12 12 10	1.11.90	27	-	-	+ 1	B/TT	跑馬地	2.71							
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	11	1	快利(A006)	史卓豐	高伯新	133	1171	1	4	5 6 11	1.11.99	5.5	2nd Hot	-	2	CP/H	跑馬地	2.71							
2018/9/12	2	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	12	5	加州精英(A413)	麥偉利	麥菲文	127	1165	8	18-3/4	1 1 12	1.14.34	62	-	-	+ 1	B/TT	跑馬地	2.71							
2018/9/12	3	第三班	1650米	(80-60)	好地	草地 - "C" 賽道	1	9	鵲橋飛渡(A247)	蔡明紹	高伯新	114	1063	5	-	2 2 2 1	1.39.89	9.6	-	-	1	H/P/TT	跑馬地	2.71	33.0			276.0	96.0	161.5	
2018/9/12	3	第三班	1650米	(80-60)	好地	草地 - "C" 賽道	2	2	嘉應之友(T370)	潘頓	方嘉柏	132	1116	9	頸位	3 3 3 2	1.39.96	4.1	1st Hot	-	1	B	跑馬地	2.71		17.5		276.0	96.0		62.5
2018/9/12	3	第三班	1650米	(80-60)	好地	草地 - "C" 賽道	3	6	南莊加寶(B048)	楊明綸	徐雨石	119	1085	6	2-1/2	8 9 8 3	1.40.30	7.7	-	-	+ 1	 	跑馬地	2.71			22.0			161.5	62.5
2018/9/12	3	第三班	1650米	(80-60)	好地	草地 - "C" 賽道	4	4	招多福(T232)	田泰安	苗禮德	128	1153	4	2-3/4	5 5 4 4	1.40.35	7.8	-	-	+ 1	V/TT	跑馬地	2.71							
2018/9/12	3	第三班	1650米	(80-60)	好地	草地 - "C" 賽道	5	5	睡眠大學(A362)	郭能	霍利時	124	972	8	3-1/2	7 6 6 5	1.40.43	14	-	-	+ 1	B1	跑馬地	2.71							
2018/9/12	3	第三班	1650米	(80-60)	好地	草地 - "C" 賽道	6	8	動力飛鷹(B072)	史卓豐	沈集成	116	1162	3	4-1/4	4 4 5 6	1.40.58	9.7	-	-	+ 1	B/H/XB/TT	跑馬地	2.71							
2018/9/12	3	第三班	1650米	(80-60)	好地	草地 - "C" 賽道	7	3	勇敢傳說(A260)	何澤堯	告東尼	126	1159	7	4-1/2	9 8 9 7	1.40.63	8	-	-	+ 1	CP-/B1/TT	跑馬地	2.71							
2018/9/12	3	第三班	1650米	(80-60)	好地	草地 - "C" 賽道	8	1	雷公鑿(V279)	黃俊	徐雨石	123	1203	1	4-3/4	1 1 1 8	1.40.66	4.3	2nd Hot	-	2	B	跑馬地	2.71							
2018/9/12	3	第三班	1650米	(80-60)	好地	草地 - "C" 賽道	9	7	爪皇烈焰(T353)	韋達	霍利時	118	1176	2	5-1/2	6 7 7 9	1.40.78	12	-	-	2	TT	跑馬地	2.71							
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	1	4	正本雄心(V303)	沈拿	霍利時	126	1159	3	-	1 1 1	1.10.42	11	-	-	1	B/TT	跑馬地	2.71	27.0			411.0	122.0	126.5	
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	2	8	艦長天下(B096)	黃俊	何良	111	1135	6	2	10 8 2	1.10.75	8.2	-	-	2	V	跑馬地	2.71		23.5		411.0	122.0		88.0
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	3	11	喝采(A023)	蔡明紹	丁冠豪	115	1091	4	2	6 7 3	1.10.76	7.4	-	-	1	B	跑馬地	2.71			25.5			126.5	88.0
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	4	6	赤水神駒(V364)	李寶利	葉楚航	126	1177	5	3-1/4	2 3 4	1.10.95	12	-	-	+ 1	 	跑馬地	2.71							
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	5	1	索先生(T330)	史卓豐	賀賢	133	1140	2	3-1/2	4 4 5	1.10.97	7.1	2nd Hot	-	+ 1	B/H	跑馬地	2.71							
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	6	2	超能量(B294)	潘頓	高伯新	131	1120	1	3-1/2	7 6 6	1.10.97	2.1	1st Hot	-	1	B/H	跑馬地	2.71							
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	7	9	中華壹號(T207)	楊明綸	容天鵬	119	1149	8	3-3/4	11 9 7	1.11.02	27	-	-	+ 1	TT	跑馬地	2.71							
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	8	10	君子精神(V274)	韋達	蘇偉賢	120	1018	7	4	8 10 8	1.11.07	31	-	-	2	 	跑馬地	2.71							
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	9	5	帝勝之星(A145)	何澤堯	徐雨石	124	1113	10	4-3/4	9 11 9	1.11.19	21	-	-	1	B/TT	跑馬地	2.71							
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	10	12	快速之星(B342)	巫顯東	沈集成	109	1057	9	6	3 2 10	1.11.40	69	-	-	2	B1/TT	跑馬地	2.71							
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	11	3	餘皇(B155)	麥偉利	文家良	128	1080	12	7-1/2	5 5 11	1.11.63	32	-	-	1	PC-/B2	跑馬地	2.71							
2018/9/12	4	第四班	1200米	(60-40)	好地	草地 - "C" 賽道	12	7	好利運來(B232)	田泰安	蔡約翰	125	1030	11	9	12 12 12	1.11.86	72	-	-	+ 1	E1/V1	跑馬地	2.71							
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	1	4	贏科超影(A164)	潘頓	高伯新	132	1009	3	-	8 8 7 1	1.40.62	2.8	1st Hot	-	+ 1	H/P/TT	跑馬地	2.71	14.5			119.0	45.0	92.0	
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	2	11	自由飛翔(T292)	梁家俊	丁冠豪	118	970	2	2-1/2	4 5 6 2	1.41.03	7.3	-	-	+ 1	 	跑馬地	2.71		20.0		119.0	45.0		105.0
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	3	7	紫電明珠(P256)	蔡明紹	呂健威	126	1160	11	2-3/4	5 2 2 3	1.41.06	12	-	-	+ 1	H/TT	跑馬地	2.71			39.0			92.0	105.0
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	4	1	川河領駒(V416)	田泰安	苗禮德	133	1250	5	3	6 6 5 4	1.41.11	9.8	-	-	+ 1	XB/B2	跑馬地	2.71							
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	5	12	港林福星(A307)	巫顯東	沈集成	113	1081	4	4	10 10 9 5	1.41.26	65	-	-	1	B2	跑馬地	2.71							
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	6	8	蒜頭爺爺(V039)	賴維銘	葉楚航	125	999	1	4	7 7 8 6	1.41.28	43	-	-	1	B-	跑馬地	2.71							
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	7	9	威震天(V119)	黃俊	姚本輝	113	1133	9	5-1/4	1 1 1 7	1.41.45	10	-	-	1	V/TT	跑馬地	2.71							
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	8	10	夢想飛翔(A392)	韋達	霍利時	120	1030	10	5-1/4	9 9 10 8	1.41.46	6.7	2nd Hot	Big(PQ)	+ 1	B/TT	跑馬地	2.71							
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	9 平頭馬	5	禾道駒(B253)	吳嘉晉	告東尼	128	1073	6	6	2 3 4 9	1.41.59	47	-	-	1	B/TT	跑馬地	2.71							
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	9 平頭馬	6	麥芽糖(A231)	何澤堯	方嘉柏	125	1064	8	6	3 4 3 9	1.41.59	24	-	W P Big(PQ)	+ 1	 	跑馬地	2.71							
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	11	2	騰煌(S447)	蘇狄雄	何良	131	1105	7	6	11 11 12 11	1.41.60	6.9	-	-	+ 1	V	跑馬地	2.71							
2018/9/12	5	第四班	1650米	(60-40)	好地	草地 - "C" 賽道	12	3	勁嘉輝(T236)	郭能	徐雨石	132	1153	12	8-1/4	12 12 11 12	1.41.94	17	-	-	+ 1	B	跑馬地	2.71							
2018/9/12	6	第三班	1000米	(80-60)	好地	草地 - "C" 賽道	1	2	積極皇(A124)	黃俊	姚本輝	123	1136	5	-	4 5 1	0.57.73	7.9	-	-	+ 1	B	跑馬地	2.71	24.0			744.0	204.0	96.5	
2018/9/12	6	第三班	1000米	(80-60)	好地	草地 - "C" 賽道	2	11	上浦猛將(P429)	利敬國	霍利時	116	1163	10	3/4	11 11 2	0.57.84	17	-	-	1	H/TT	跑馬地	2.71		56.0		744.0	204.0		196.0
2018/9/12	6	第三班	1000米	(80-60)	好地	草地 - "C" 賽道	3	7	良才(A100)	李寶利	葉楚航	125	1123	4	1	7 4 3	0.57.88	5.7	2nd Hot	-	1	H/TT	跑馬地	2.71			22.5			96.5	196.0
2018/9/12	6	第三班	1000米	(80-60)	好地	草地 - "C" 賽道	4	8	最驫(A022)	巫顯東	沈集成	111	1160	11	2-1/4	9 10 4	0.58.07	5.9	-	-	1	B/TT	跑馬地	2.71							
2018/9/12	6	第三班	1000米	(80-60)	好地	草地 - "C" 賽道	5	4	和諧小子(V012)	黃皓楠	蘇偉賢	124	1167	6	2-1/4	3 3 5	0.58.09	16	-	-	2	 	跑馬地	2.71							
2018/9/12	6	第三班	1000米	(80-60)	好地	草地 - "C" 賽道	6	1	電子群英(T010)	梁家俊	文家良	133	1020	8	2-1/2	6 8 6	0.58.15	9.5	-	-	+ 1	 	跑馬地	2.71							
2018/9/12	6	第三班	1000米	(80-60)	好地	草地 - "C" 賽道	7	6	棗棗幸運(A420)	祈普敦	麥菲文	125	1124	3	2-3/4	2 1 7	0.58.15	25	-	-	+ 1	H2/TT	跑馬地	2.71							
2018/9/12	6	第三班	1000米	(80-60)	好地	草地 - "C" 賽道	8	10	志友運(V347)	田泰安	姚本輝	114	1124	9	2-3/4	10 9 8	0.58.18	12	-	-	2	B/TT	跑馬地	2.71							
2018/9/12	6	第三班	1000米	(80-60)	好地	草地 - "C" 賽道	9	5	育成寶貝(T427)	麥偉利	沈集成	125	1170	7	2-3/4	5 7 9	0.58.18	12	-	-	2	B/TT	跑馬地	2.71							
2018/9/12	6	第三班	1000米	(80-60)	好地	草地 - "C" 賽道	10	3	醒蹄飛(T396)	潘頓	蘇偉賢	130	1118	1	3	1 2 10	0.58.20	3.4	1st Hot	-	+ 1	H-/CP1/TT	跑馬地	2.71							
2018/9/12	6	第三班	1000米	(80-60)	好地	草地 - "C" 賽道	11	9	大英雄(V278)	楊明綸	沈集成	114	1267	2	3-1/2	8 6 11	0.58.29	31	-	-	3	B/TT	跑馬地	2.71							
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	1	8	八十八十(B008)	潘頓	蘇偉賢	121	1133	3	-	4 3 1	1.10.12	3.5	1st Hot	-	+ 1	TT	跑馬地	2.71	15.5			437.5	139.5	69.5	
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	2	7	忠心美麗(B383)	潘明輝	告東尼	116	1085	8	3/4	2 2 2	1.10.27	28	-	-	+ 1	TT	跑馬地	2.71		66.5		437.5	139.5		342.5
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	3	12	開心歡星(A171)	巫顯東	沈集成	110	1055	10	1-1/4	1 1 3	1.10.32	9	-	-	+ 1	TT1	跑馬地	2.71			28.0			69.5	342.5
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	4	4	翡翠劇院(A040)	麥偉利	文家良	124	1075	5	1-3/4	6 7 4	1.10.41	9.5	-	-	+ 1	B	跑馬地	2.71							
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	5	9	星運判官(A147)	沈拿	方嘉柏	120	1049	1	2-1/4	10 9 5	1.10.47	12	-	-	1	H/TT	跑馬地	2.71							
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	6	5	幸運興隆(V076)	李寶利	容天鵬	123	1181	4	2-1/2	12 12 6	1.10.51	5.7	2nd Hot	-	+ 1	B	跑馬地	2.71							
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	7	3	上海大師(A337)	何澤堯	呂健威	127	1145	9	2-3/4	5 5 7	1.10.55	6	-	-	+ 1	 	跑馬地	2.71							
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	8	1	育馬妙星(V197)	史卓豐	霍利時	133	1170	2	2-3/4	7 6 8	1.10.58	13	-	-	1	H	跑馬地	2.71							
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	9	2	紅運爵士(A196)	祈普敦	蔡約翰	133	1020	12	3-1/2	8 8 9	1.10.67	40	-	-	+ 1	 	跑馬地	2.71							
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	10	10	金得彩(B386)	蔡明紹	高伯新	119	1159	6	4	9 10 10	1.10.78	59	-	-	+ 1	B/TT	跑馬地	2.71							
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	11	11	不羈的風(B271)	梁家俊	麥菲文	116	1044	11	4-3/4	11 11 11	1.10.87	57	-	-	* 1	B	跑馬地	2.71							
2018/9/12	7	第三班	1200米	(80-60)	好地	草地 - "C" 賽道	12	6	鑽得勁(A391)	郭能	姚本輝	122	1139	7	5-1/2	3 4 12	1.11.02	8.3	-	-	+ 1	 	跑馬地	2.71							
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	1	9	綫路光輝(A402)	梁家俊	告東尼	119	1048	6	-	3 3 3 1	1.40.18	6.1	-	-	1	XB-/H/TT1	跑馬地	2.71	22.5			104.0	47.0	117.5	
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	2	4	都靈紅星(B092)	潘頓	羅富全	124	1083	11	3/4	4 2 2 2	1.40.30	4	1st Hot	-	+ 1	CP/TT	跑馬地	2.71		16.0		104.0	47.0		77.0
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	3	7	勇霸神駒(T403)	潘明輝	高伯新	116	1135	12	1-1/4	5 5 6 3	1.40.40	15	-	-	2	B-/XB/TT	跑馬地	2.71			41.0			117.5	77.0
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	4	6	喜蓮彩星(A129)	沈拿	約翰摩亞	121	1095	7	1-1/2	12 12 11 4	1.40.43	28	-	-	+ 1	B/TT	跑馬地	2.71							
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	5	12	翡翠福星(V020)	楊明綸	文家良	116	1098	2	3-3/4	9 11 8 5	1.40.76	41	-	-	1	B/H	跑馬地	2.71							
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	6	8	靚紫荊(A135)	黃俊	徐雨石	111	1066	9	3-3/4	2 4 4 6	1.40.76	13	-	-	1	B	跑馬地	2.71							
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	7	5	威信(A253)	巫顯東	沈集成	117	1253	1	3-3/4	10 10 9 7	1.40.78	4	2nd Hot	-	1	CP/H/TT	跑馬地	2.71							
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	8	1	川河寶駒(T375)	史卓豐	苗禮德	133	970	5	4-1/4	11 9 12 8	1.40.84	18	-	-	1	TT	跑馬地	2.71							
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	9	3	文藝學家(V183)	郭能	高伯新	128	1100	3	4-1/4	8 8 5 9	1.40.86	12	-	-	1	CP/H/XB	跑馬地	2.71							
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	10	11	越影(T374)	黃皓楠	方嘉柏	115	1237	4	6-1/2	6 6 7 10	1.41.23	45	-	-	2	V/TT	跑馬地	2.71							
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	11	10	鑲白旗(B336)	利敬國	霍利時	119	988	10	7-3/4	7 7 10 11	1.41.40	15	-	-	1	 	跑馬地	2.71							
2018/9/12	8	第二班	1650米	(100-80)	好地	草地 - "C" 賽道	12	2	赤兔寶駒(A115)	韋達	方嘉柏	128	1125	8	8-3/4	1 1 1 12	1.41.56	7.7	-	-	1	H/P/TT	跑馬地	2.71							
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	1	5	軍力勁(B192)	韋達	約翰摩亞	121	1198	11	-	2 3 1	1.09.22	7.2	2nd Hot	-	+ 1	B-/H-	沙田	2.71	22.5			988.5	263.0	65.5	
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	2	2	砂漿邦(A097)	黃俊	何良	120	1120	12	2-3/4	4 6 2	1.09.66	42	-	-	1	V-/H2	沙田	2.71		74.0		988.5	263.0		307.5
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	3	1	有利高(A412)	郭能	徐雨石	133	1132	3	3	3 2 3	1.09.70	7.2	2nd Hot	-	+ 1	P1/H2	沙田	2.71			21.0			65.5	307.5
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	4	9	勁飛寶寶(A267)	賴維銘	葉楚航	118	1195	7	3-1/4	7 7 4	1.09.73	40	-	-	* 1	 	沙田	2.71							
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	5	7	爪皇轟天(A291)	史卓豐	蘇偉賢	120	1101	9	4	5 4 5	1.09.87	8.8	-	-	1	H/TT	沙田	2.71							
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	6	4	飛馬再威(T338)	潘頓	賀賢	128	1037	10	4-3/4	9 9 6	1.10.00	13	-	-	+ 1	B	沙田	2.71							
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	7	8	超然(V255)	巫顯東	鄭俊偉	114	1076	2	5	10 11 7	1.10.01	14	-	-	* 1	B	沙田	2.71							
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	8	6	勇冠多(V376)	梁家俊	丁冠豪	120	1090	4	5-1/4	1 1 8	1.10.06	2.1	1st Hot	-	+ 1	PC	沙田	2.71							
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	9	11	金湶德(A427)	蔡明紹	沈集成	115	1050	1	5-1/2	6 5 9	1.10.10	28	-	-	1	CP-/P2	沙田	2.71							
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	10	10	無限欣賞(V072)	黃皓楠	高伯新	112	1026	8	6-1/2	11 10 10	1.10.26	86	-	-	1	B/TT	沙田	2.71							
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	11	3	飛雲騅(B274)	沈拿	麥菲文	130	1090	6	8	8 8 11	1.10.49	9.3	-	-	+ 1	CP-/B1	沙田	2.71							
2018/9/22	1	第四班	1200米	(60-40)	好地	全天候跑道	12	12	真好意(A386)	蘇狄雄	容天鵬	111	1040	5	9-1/4	12 12 12	1.10.72	99	-	-	1	P1	沙田	2.71							
2018/9/22	2	第五班	1200米	(40-0)	好地	全天候跑道	1	4	大龍騰(T381)	史卓豐	容天鵬	130	1176	7	-	9 9 1	1.09.73	11	-	-	+ 1	H	沙田	2.71	39.0			470.0	175.5	147.5	
2018/9/22	2	第五班	1200米	(40-0)	好地	全天候跑道	2	6	競駿千里(T378)	黃俊	苗禮德	119	1163	5	3/4	3 4 2	1.09.87	9.4	-	-	+ 1	B/TT	沙田	2.71		29.0		470.0	175.5		113.5
2018/9/22	2	第五班	1200米	(40-0)	好地	全天候跑道	3	12	勁快步(A053)	蔡明紹	高伯新	120	1139	4	1-1/2	10 10 3	1.10.01	7.8	-	-	+ 1	B/TT	沙田	2.71			22.0			147.5	113.5
